device_id,timestamp,temperature,signal_strength,connectivity
Device_2,2025-11-12 02:25:52.147144,26.68,87.68,Online
Device_2,2025-11-12 02:27:52.147144,26.08,89.44,Online
Device_2,2025-11-12 02:29:52.147144,26.08,84.99,Online
Device_2,2025-11-12 02:31:52.147144,25.44,86.95,Online
Device_2,2025-11-12 02:33:52.147144,26.17,87.41,Online
Device_2,2025-11-12 02:35:52.147144,26.25,85.85,Online
Device_2,2025-11-12 02:37:52.147144,26.96,88.0,Online
Device_2,2025-11-12 02:39:52.147144,26.2,88.09,Online
Device_2,2025-11-12 02:41:52.147144,26.11,87.19,Online
Device_2,2025-11-12 02:43:52.147144,26.66,87.48,Online
Device_2,2025-11-12 02:45:52.147144,27.82,86.52,Online
Device_2,2025-11-12 02:47:52.147144,26.27,86.52,Online
Device_2,2025-11-12 02:49:52.147144,25.36,86.07,Online
Device_2,2025-11-12 02:51:52.147144,26.28,88.23,Online
Device_2,2025-11-12 02:53:52.147144,27.3,86.39,Online
Device_2,2025-11-12 02:55:52.147144,26.89,85.64,Online
Device_2,2025-11-12 02:57:52.147144,25.84,86.16,Online
Device_2,2025-11-12 02:59:52.147144,26.92,87.08,Online
Device_2,2025-11-12 03:01:52.147144,26.68,87.52,Online
Device_2,2025-11-12 03:03:52.147144,25.78,85.39,Online
Device_2,2025-11-12 03:05:52.147144,26.69,84.28,Online
Device_2,2025-11-12 03:07:52.147144,26.22,86.89,Online
Device_2,2025-11-12 03:09:52.147144,26.84,88.56,Online
Device_2,2025-11-12 03:11:52.147144,26.4,87.62,Online
Device_2,2025-11-12 03:13:52.147144,26.68,87.48,Online
Device_2,2025-11-12 03:15:52.147144,26.05,86.0,Online
Device_2,2025-11-12 03:17:52.147144,26.13,87.31,Online
Device_2,2025-11-12 03:19:52.147144,25.52,87.0,Online
Device_2,2025-11-12 03:21:52.147144,26.76,87.22,Online
Device_2,2025-11-12 03:23:52.147144,26.59,87.57,Online
Device_2,2025-11-12 03:25:52.147144,26.32,86.7,Online
Device_2,2025-11-12 03:27:52.147144,26.73,85.42,Online
Device_2,2025-11-12 03:29:52.147144,26.74,86.88,Online
Device_2,2025-11-12 03:31:52.147144,26.5,85.53,Online
Device_2,2025-11-12 03:33:52.147144,26.76,86.23,Online
Device_2,2025-11-12 03:35:52.147144,26.47,85.66,Online
Device_2,2025-11-12 03:37:52.147144,26.07,86.77,Online
Device_2,2025-11-12 03:39:52.147144,26.26,88.36,Online
Device_2,2025-11-12 03:41:52.147144,26.65,85.55,Online
Device_2,2025-11-12 03:43:52.147144,27.13,87.44,Online
Device_2,2025-11-12 03:45:52.147144,26.59,88.27,Online
Device_2,2025-11-12 03:47:52.147144,26.85,86.4,Online
Device_2,2025-11-12 03:49:52.147144,26.88,88.52,Online
Device_2,2025-11-12 03:51:52.147144,26.73,85.86,Online
Device_2,2025-11-12 03:53:52.147144,26.39,86.22,Online
Device_2,2025-11-12 03:55:52.147144,25.67,87.04,Online
Device_2,2025-11-12 03:57:52.147144,25.93,88.95,Offline
Device_2,2025-11-12 03:59:52.147144,26.58,85.36,Online
Device_2,2025-11-12 04:01:52.147144,25.98,87.57,Online
Device_2,2025-11-12 04:03:52.147144,26.01,87.21,Online
Device_2,2025-11-12 04:05:52.147144,26.23,88.41,Online
Device_2,2025-11-12 04:07:52.147144,25.96,87.49,Online
Device_2,2025-11-12 04:09:52.147144,26.7,85.01,Online
Device_2,2025-11-12 04:11:52.147144,26.02,86.48,Online
Device_2,2025-11-12 04:13:52.147144,26.58,87.77,Online
Device_2,2025-11-12 04:15:52.147144,26.81,87.45,Offline
Device_2,2025-11-12 04:17:52.147144,25.45,86.63,Online
Device_2,2025-11-12 04:19:52.147144,25.76,87.03,Online
Device_2,2025-11-12 04:21:52.147144,39.53,85.53,Online
Device_2,2025-11-12 04:23:52.147144,26.47,86.51,Online
Device_2,2025-11-12 04:25:52.147144,26.06,87.37,Online
Device_2,2025-11-12 04:27:52.147144,25.77,86.61,Online
Device_2,2025-11-12 04:29:52.147144,26.63,87.52,Online
Device_2,2025-11-12 04:31:52.147144,25.96,87.41,Online
Device_2,2025-11-12 04:33:52.147144,25.83,87.64,Online
Device_2,2025-11-12 04:35:52.147144,26.31,85.63,Online
Device_2,2025-11-12 04:37:52.147144,26.18,86.79,Online
Device_2,2025-11-12 04:39:52.147144,26.76,86.58,Online
Device_2,2025-11-12 04:41:52.147144,25.41,86.36,Online
Device_2,2025-11-12 04:43:52.147144,26.5,85.84,Online
Device_2,2025-11-12 04:45:52.147144,26.56,89.31,Online
Device_2,2025-11-12 04:47:52.147144,26.52,87.52,Online
Device_2,2025-11-12 04:49:52.147144,26.46,87.5,Online
Device_2,2025-11-12 04:51:52.147144,26.54,86.08,Online
Device_2,2025-11-12 04:53:52.147144,25.54,87.21,Online
Device_2,2025-11-12 04:55:52.147144,26.72,87.24,Online
Device_2,2025-11-12 04:57:52.147144,26.14,87.0,Online
Device_2,2025-11-12 04:59:52.147144,26.29,88.33,Online
Device_2,2025-11-12 05:01:52.147144,41.45,86.66,Online
Device_2,2025-11-12 05:03:52.147144,26.54,85.15,Online
Device_2,2025-11-12 05:05:52.147144,25.92,85.01,Online
Device_2,2025-11-12 05:07:52.147144,25.28,87.99,Online
Device_2,2025-11-12 05:09:52.147144,26.28,85.83,Online
Device_2,2025-11-12 05:11:52.147144,26.99,86.81,Online
Device_2,2025-11-12 05:13:52.147144,26.18,86.11,Online
Device_2,2025-11-12 05:15:52.147144,26.35,87.27,Online
Device_2,2025-11-12 05:17:52.147144,27.52,87.73,Online
Device_2,2025-11-12 05:19:52.147144,25.92,87.73,Online
Device_2,2025-11-12 05:21:52.147144,26.52,87.3,Online
Device_2,2025-11-12 05:23:52.147144,26.61,88.25,Online
Device_2,2025-11-12 05:25:52.147144,26.16,87.22,Online
Device_2,2025-11-12 05:27:52.147144,26.39,87.36,Online
Device_2,2025-11-12 05:29:52.147144,26.11,87.54,Online
Device_2,2025-11-12 05:31:52.147144,25.64,86.83,Online
Device_2,2025-11-12 05:33:52.147144,44.62,84.99,Online
Device_2,2025-11-12 05:35:52.147144,25.58,85.76,Online
Device_2,2025-11-12 05:37:52.147144,26.07,87.38,Online
Device_2,2025-11-12 05:39:52.147144,26.4,87.13,Online
Device_2,2025-11-12 05:41:52.147144,27.66,87.81,Online
Device_2,2025-11-12 05:43:52.147144,26.0,87.69,Online
Device_2,2025-11-12 05:45:52.147144,26.47,87.11,Online
Device_2,2025-11-12 05:47:52.147144,26.87,87.0,Online
Device_2,2025-11-12 05:49:52.147144,26.39,85.79,Online
Device_2,2025-11-12 05:51:52.147144,26.89,87.12,Online
Device_2,2025-11-12 05:53:52.147144,25.72,87.72,Online
Device_2,2025-11-12 05:55:52.147144,25.29,87.7,Offline
Device_2,2025-11-12 05:57:52.147144,26.48,87.63,Online
Device_2,2025-11-12 05:59:52.147144,26.4,87.49,Online
Device_2,2025-11-12 06:01:52.147144,25.77,86.37,Online
Device_2,2025-11-12 06:03:52.147144,26.19,86.28,Online
Device_2,2025-11-12 06:05:52.147144,26.86,86.76,Online
Device_2,2025-11-12 06:07:52.147144,26.26,87.8,Online
Device_2,2025-11-12 06:09:52.147144,25.34,85.48,Online
Device_2,2025-11-12 06:11:52.147144,26.76,87.54,Online
Device_2,2025-11-12 06:13:52.147144,26.93,88.11,Online
Device_2,2025-11-12 06:15:52.147144,26.19,86.59,Online
Device_2,2025-11-12 06:17:52.147144,26.61,87.54,Online
Device_2,2025-11-12 06:19:52.147144,25.85,86.8,Online
Device_2,2025-11-12 06:21:52.147144,26.51,86.83,Online
Device_2,2025-11-12 06:23:52.147144,26.27,87.14,Online
Device_2,2025-11-12 06:25:52.147144,27.04,85.86,Online
Device_2,2025-11-12 06:27:52.147144,26.07,87.06,Offline
Device_2,2025-11-12 06:29:52.147144,26.21,86.12,Online
Device_2,2025-11-12 06:31:52.147144,25.98,88.07,Online
Device_2,2025-11-12 06:33:52.147144,27.72,86.72,Online
Device_2,2025-11-12 06:35:52.147144,26.18,86.23,Online
Device_2,2025-11-12 06:37:52.147144,26.49,86.28,Online
Device_2,2025-11-12 06:39:52.147144,26.15,86.85,Online
Device_2,2025-11-12 06:41:52.147144,27.35,85.66,Online
Device_2,2025-11-12 06:43:52.147144,26.03,85.11,Online
Device_2,2025-11-12 06:45:52.147144,26.25,87.49,Online
Device_2,2025-11-12 06:47:52.147144,26.14,86.88,Online
Device_2,2025-11-12 06:49:52.147144,26.86,85.75,Online
Device_2,2025-11-12 06:51:52.147144,26.25,86.82,Online
Device_2,2025-11-12 06:53:52.147144,26.75,87.05,Online
Device_2,2025-11-12 06:55:52.147144,27.12,85.48,Online
Device_2,2025-11-12 06:57:52.147144,26.83,86.09,Online
Device_2,2025-11-12 06:59:52.147144,27.51,89.55,Online
Device_2,2025-11-12 07:01:52.147144,26.11,86.79,Online
Device_2,2025-11-12 07:03:52.147144,27.2,85.19,Online
Device_2,2025-11-12 07:05:52.147144,25.71,87.35,Online
Device_2,2025-11-12 07:07:52.147144,26.04,86.58,Online
Device_2,2025-11-12 07:09:52.147144,25.25,87.6,Online
Device_2,2025-11-12 07:11:52.147144,26.57,86.36,Online
Device_2,2025-11-12 07:13:52.147144,26.79,87.37,Online
Device_2,2025-11-12 07:15:52.147144,26.95,88.19,Online
Device_2,2025-11-12 07:17:52.147144,26.46,88.55,Online
Device_2,2025-11-12 07:19:52.147144,26.88,85.09,Online
Device_2,2025-11-12 07:21:52.147144,26.51,87.76,Online
Device_2,2025-11-12 07:23:52.147144,25.43,86.21,Online
Device_2,2025-11-12 07:25:52.147144,26.76,85.56,Online
Device_2,2025-11-12 07:27:52.147144,25.92,85.34,Online
Device_2,2025-11-12 07:29:52.147144,26.0,87.47,Online
Device_2,2025-11-12 07:31:52.147144,25.76,86.76,Offline
Device_2,2025-11-12 07:33:52.147144,26.42,85.95,Online
Device_2,2025-11-12 07:35:52.147144,25.75,87.85,Online
Device_2,2025-11-12 07:37:52.147144,25.95,88.23,Online
Device_2,2025-11-12 07:39:52.147144,25.76,85.94,Online
Device_2,2025-11-12 07:41:52.147144,25.21,86.47,Online
Device_2,2025-11-12 07:43:52.147144,25.46,87.74,Online
Device_2,2025-11-12 07:45:52.147144,27.27,87.18,Online
Device_2,2025-11-12 07:47:52.147144,26.16,87.2,Online
Device_2,2025-11-12 07:49:52.147144,26.15,86.86,Online
Device_2,2025-11-12 07:51:52.147144,27.06,86.75,Online
Device_2,2025-11-12 07:53:52.147144,26.69,86.72,Online
Device_2,2025-11-12 07:55:52.147144,26.6,86.29,Online
Device_2,2025-11-12 07:57:52.147144,26.41,88.5,Online
Device_2,2025-11-12 07:59:52.147144,26.16,85.29,Online
Device_2,2025-11-12 08:01:52.147144,26.73,86.08,Online
Device_2,2025-11-12 08:03:52.147144,25.37,87.18,Online
Device_2,2025-11-12 08:05:52.147144,26.53,86.88,Online
Device_2,2025-11-12 08:07:52.147144,26.38,87.6,Online
Device_2,2025-11-12 08:09:52.147144,26.15,87.07,Online
Device_2,2025-11-12 08:11:52.147144,26.07,85.76,Online
Device_2,2025-11-12 08:13:52.147144,26.55,87.18,Online
Device_2,2025-11-12 08:15:52.147144,27.64,85.08,Online
Device_2,2025-11-12 08:17:52.147144,26.47,86.79,Online
Device_2,2025-11-12 08:19:52.147144,27.43,87.25,Online
Device_2,2025-11-12 08:21:52.147144,27.28,88.3,Online
Device_2,2025-11-12 08:23:52.147144,26.46,85.15,Online
Device_2,2025-11-12 08:25:52.147144,25.76,85.66,Online
Device_2,2025-11-12 08:27:52.147144,27.26,86.73,Online
Device_2,2025-11-12 08:29:52.147144,26.94,89.09,Online
Device_2,2025-11-12 08:31:52.147144,25.75,86.83,Online
Device_2,2025-11-12 08:33:52.147144,25.87,85.13,Online
Device_2,2025-11-12 08:35:52.147144,26.59,86.93,Online
Device_2,2025-11-12 08:37:52.147144,25.92,87.82,Online
Device_2,2025-11-12 08:39:52.147144,26.3,87.17,Online
Device_2,2025-11-12 08:41:52.147144,26.33,86.8,Online
Device_2,2025-11-12 08:43:52.147144,26.99,46.7,Online
Device_2,2025-11-12 08:45:52.147144,26.61,86.42,Online
Device_2,2025-11-12 08:47:52.147144,26.75,85.0,Online
Device_2,2025-11-12 08:49:52.147144,26.77,86.86,Online
Device_2,2025-11-12 08:51:52.147144,26.58,85.46,Online
Device_2,2025-11-12 08:53:52.147144,26.23,86.89,Online
Device_2,2025-11-12 08:55:52.147144,26.48,87.65,Online
Device_2,2025-11-12 08:57:52.147144,26.31,86.11,Online
Device_2,2025-11-12 08:59:52.147144,25.86,86.89,Online
Device_2,2025-11-12 09:01:52.147144,26.35,86.84,Online
Device_2,2025-11-12 09:03:52.147144,27.02,87.88,Online
Device_2,2025-11-12 09:05:52.147144,26.38,85.96,Online
Device_2,2025-11-12 09:07:52.147144,26.45,87.24,Online
Device_2,2025-11-12 09:09:52.147144,25.82,87.59,Online
Device_2,2025-11-12 09:11:52.147144,26.62,89.86,Online
Device_2,2025-11-12 09:13:52.147144,26.37,86.91,Online
Device_2,2025-11-12 09:15:52.147144,26.5,88.77,Online
Device_2,2025-11-12 09:17:52.147144,25.77,87.8,Online
Device_2,2025-11-12 09:19:52.147144,26.71,86.94,Online
Device_2,2025-11-12 09:21:52.147144,26.74,85.35,Online
Device_2,2025-11-12 09:23:52.147144,27.86,86.09,Online
Device_2,2025-11-12 09:25:52.147144,26.26,87.28,Online
Device_2,2025-11-12 09:27:52.147144,26.09,86.41,Online
Device_2,2025-11-12 09:29:52.147144,25.74,87.64,Online
Device_2,2025-11-12 09:31:52.147144,25.93,86.69,Online
Device_2,2025-11-12 09:33:52.147144,25.95,86.14,Online
Device_2,2025-11-12 09:35:52.147144,26.01,86.16,Online
Device_2,2025-11-12 09:37:52.147144,26.22,85.3,Online
Device_2,2025-11-12 09:39:52.147144,26.5,86.76,Online
Device_2,2025-11-12 09:41:52.147144,26.99,86.67,Online
Device_2,2025-11-12 09:43:52.147144,26.68,86.42,Online
Device_2,2025-11-12 09:45:52.147144,26.81,87.16,Online
Device_2,2025-11-12 09:47:52.147144,26.23,86.5,Online
Device_2,2025-11-12 09:49:52.147144,26.24,85.61,Online
Device_2,2025-11-12 09:51:52.147144,27.09,86.68,Online
Device_2,2025-11-12 09:53:52.147144,26.8,87.88,Online
Device_2,2025-11-12 09:55:52.147144,25.45,85.64,Online
Device_2,2025-11-12 09:57:52.147144,26.25,88.52,Online
Device_2,2025-11-12 09:59:52.147144,36.87,87.73,Online
Device_2,2025-11-12 10:01:52.147144,26.18,86.83,Online
Device_2,2025-11-12 10:03:52.147144,25.96,87.34,Online
Device_2,2025-11-12 10:05:52.147144,26.41,88.24,Online
Device_2,2025-11-12 10:07:52.147144,26.35,87.81,Online
Device_2,2025-11-12 10:09:52.147144,27.27,84.03,Online
Device_2,2025-11-12 10:11:52.147144,26.67,86.94,Online
Device_2,2025-11-12 10:13:52.147144,27.01,87.07,Online
Device_2,2025-11-12 10:15:52.147144,25.88,87.88,Online
Device_2,2025-11-12 10:17:52.147144,26.08,88.17,Online
Device_2,2025-11-12 10:19:52.147144,25.91,85.64,Online
Device_2,2025-11-12 10:21:52.147144,26.23,87.19,Online
Device_2,2025-11-12 10:23:52.147144,26.58,85.98,Online
Device_2,2025-11-12 10:25:52.147144,26.34,85.09,Online
Device_2,2025-11-12 10:27:52.147144,26.4,85.93,Online
Device_2,2025-11-12 10:29:52.147144,26.28,86.52,Online
Device_2,2025-11-12 10:31:52.147144,26.21,86.2,Online
Device_2,2025-11-12 10:33:52.147144,27.01,62.63,Online
Device_2,2025-11-12 10:35:52.147144,26.26,87.59,Online
Device_2,2025-11-12 10:37:52.147144,26.64,87.89,Online
Device_2,2025-11-12 10:39:52.147144,27.25,86.7,Online
Device_2,2025-11-12 10:41:52.147144,25.96,86.9,Online
Device_2,2025-11-12 10:43:52.147144,27.26,84.41,Online
Device_2,2025-11-12 10:45:52.147144,26.32,88.18,Online
Device_2,2025-11-12 10:47:52.147144,26.88,88.41,Online
Device_2,2025-11-12 10:49:52.147144,26.88,86.92,Online
Device_2,2025-11-12 10:51:52.147144,26.9,87.22,Online
Device_2,2025-11-12 10:53:52.147144,25.77,86.45,Online
Device_2,2025-11-12 10:55:52.147144,26.02,87.13,Online
Device_2,2025-11-12 10:57:52.147144,27.09,85.5,Online
Device_2,2025-11-12 10:59:52.147144,26.76,85.14,Online
Device_2,2025-11-12 11:01:52.147144,25.26,86.18,Online
Device_2,2025-11-12 11:03:52.147144,27.05,86.83,Online
Device_2,2025-11-12 11:05:52.147144,26.32,87.34,Online
Device_2,2025-11-12 11:07:52.147144,26.57,88.54,Online
Device_2,2025-11-12 11:09:52.147144,26.13,86.33,Online
Device_2,2025-11-12 11:11:52.147144,25.85,86.79,Online
Device_2,2025-11-12 11:13:52.147144,26.37,89.18,Online
Device_2,2025-11-12 11:15:52.147144,26.99,86.15,Online
Device_2,2025-11-12 11:17:52.147144,26.84,85.76,Online
Device_2,2025-11-12 11:19:52.147144,26.59,86.65,Online
Device_2,2025-11-12 11:21:52.147144,26.3,87.5,Online
Device_2,2025-11-12 11:23:52.147144,26.89,86.56,Online
Device_2,2025-11-12 11:25:52.147144,26.07,86.5,Online
Device_2,2025-11-12 11:27:52.147144,26.2,86.87,Online
Device_2,2025-11-12 11:29:52.147144,26.23,87.77,Online
Device_2,2025-11-12 11:31:52.147144,25.73,86.43,Online
Device_2,2025-11-12 11:33:52.147144,26.45,88.36,Online
Device_2,2025-11-12 11:35:52.147144,26.94,86.33,Online
Device_2,2025-11-12 11:37:52.147144,26.75,87.79,Online
Device_2,2025-11-12 11:39:52.147144,25.84,87.18,Online
Device_2,2025-11-12 11:41:52.147144,26.4,87.59,Online
Device_2,2025-11-12 11:43:52.147144,26.86,87.37,Online
Device_2,2025-11-12 11:45:52.147144,25.95,88.33,Online
Device_2,2025-11-12 11:47:52.147144,26.93,87.15,Online
Device_2,2025-11-12 11:49:52.147144,26.5,85.15,Online
Device_2,2025-11-12 11:51:52.147144,26.84,57.16,Online
Device_2,2025-11-12 11:53:52.147144,26.77,88.83,Online
Device_2,2025-11-12 11:55:52.147144,26.34,88.37,Online
Device_2,2025-11-12 11:57:52.147144,26.66,87.62,Online
Device_2,2025-11-12 11:59:52.147144,26.07,86.4,Online
Device_2,2025-11-12 12:01:52.147144,26.27,87.02,Online
Device_2,2025-11-12 12:03:52.147144,26.74,86.01,Online
Device_2,2025-11-12 12:05:52.147144,26.91,88.23,Online
Device_2,2025-11-12 12:07:52.147144,25.83,85.93,Online
Device_2,2025-11-12 12:09:52.147144,26.01,87.12,Online
Device_2,2025-11-12 12:11:52.147144,25.94,87.63,Offline
Device_2,2025-11-12 12:13:52.147144,26.27,86.49,Online
Device_2,2025-11-12 12:15:52.147144,26.67,87.48,Online
Device_2,2025-11-12 12:17:52.147144,26.31,85.38,Online
Device_2,2025-11-12 12:19:52.147144,25.62,85.5,Online
Device_2,2025-11-12 12:21:52.147144,27.16,86.58,Online
Device_2,2025-11-12 12:23:52.147144,26.22,86.81,Online
Device_2,2025-11-12 12:25:52.147144,26.5,86.2,Online
Device_2,2025-11-12 12:27:52.147144,26.22,87.1,Online
Device_2,2025-11-12 12:29:52.147144,26.76,85.43,Offline
Device_2,2025-11-12 12:31:52.147144,26.12,86.12,Online
Device_2,2025-11-12 12:33:52.147144,25.91,84.5,Online
Device_2,2025-11-12 12:35:52.147144,26.79,85.69,Online
Device_2,2025-11-12 12:37:52.147144,27.69,88.54,Online
Device_2,2025-11-12 12:39:52.147144,26.8,87.73,Online
Device_2,2025-11-12 12:41:52.147144,26.91,87.84,Online
Device_2,2025-11-12 12:43:52.147144,27.0,88.57,Online
Device_2,2025-11-12 12:45:52.147144,26.44,87.46,Online
Device_2,2025-11-12 12:47:52.147144,25.44,86.13,Online
Device_2,2025-11-12 12:49:52.147144,25.72,87.14,Online
Device_2,2025-11-12 12:51:52.147144,25.53,86.7,Online
Device_2,2025-11-12 12:53:52.147144,26.31,87.37,Online
Device_2,2025-11-12 12:55:52.147144,25.4,85.86,Online
Device_2,2025-11-12 12:57:52.147144,26.45,86.67,Online
Device_2,2025-11-12 12:59:52.147144,26.88,85.89,Online
Device_2,2025-11-12 13:01:52.147144,26.36,87.04,Online
Device_2,2025-11-12 13:03:52.147144,26.93,87.16,Online
Device_2,2025-11-12 13:05:52.147144,26.71,87.09,Online
Device_2,2025-11-12 13:07:52.147144,25.55,87.32,Online
Device_2,2025-11-12 13:09:52.147144,25.95,86.75,Online
Device_2,2025-11-12 13:11:52.147144,26.28,87.14,Online
Device_2,2025-11-12 13:13:52.147144,27.39,87.13,Online
Device_2,2025-11-12 13:15:52.147144,25.76,85.85,Online
Device_2,2025-11-12 13:17:52.147144,24.97,86.27,Online
Device_2,2025-11-12 13:19:52.147144,26.05,87.33,Online
Device_2,2025-11-12 13:21:52.147144,25.81,86.09,Online
Device_2,2025-11-12 13:23:52.147144,26.15,83.83,Online
Device_2,2025-11-12 13:25:52.147144,26.1,86.42,Online
Device_2,2025-11-12 13:27:52.147144,26.35,87.51,Online
Device_2,2025-11-12 13:29:52.147144,26.46,86.34,Online
Device_2,2025-11-12 13:31:52.147144,25.44,86.19,Online
Device_2,2025-11-12 13:33:52.147144,25.42,87.37,Online
Device_2,2025-11-12 13:35:52.147144,26.33,86.24,Online
Device_2,2025-11-12 13:37:52.147144,26.59,87.99,Online
Device_2,2025-11-12 13:39:52.147144,27.02,86.13,Online
Device_2,2025-11-12 13:41:52.147144,26.29,61.47,Online
Device_2,2025-11-12 13:43:52.147144,26.25,87.28,Online
Device_2,2025-11-12 13:45:52.147144,46.39,86.05,Online
Device_2,2025-11-12 13:47:52.147144,26.54,86.08,Online
Device_2,2025-11-12 13:49:52.147144,25.94,86.68,Online
Device_2,2025-11-12 13:51:52.147144,27.16,51.34,Online
Device_2,2025-11-12 13:53:52.147144,26.85,86.91,Online
Device_2,2025-11-12 13:55:52.147144,27.14,87.1,Online
Device_2,2025-11-12 13:57:52.147144,26.44,87.31,Online
Device_2,2025-11-12 13:59:52.147144,26.95,86.01,Online
Device_2,2025-11-12 14:01:52.147144,26.65,85.67,Online
Device_2,2025-11-12 14:03:52.147144,26.26,88.21,Online
Device_2,2025-11-12 14:05:52.147144,27.38,86.1,Online
Device_2,2025-11-12 14:07:52.147144,26.08,85.18,Online
Device_2,2025-11-12 14:09:52.147144,26.19,87.88,Online
Device_2,2025-11-12 14:11:52.147144,27.19,86.17,Online
Device_2,2025-11-12 14:13:52.147144,26.48,86.77,Online
Device_2,2025-11-12 14:15:52.147144,26.43,88.53,Online
Device_2,2025-11-12 14:17:52.147144,25.93,86.84,Online
Device_2,2025-11-12 14:19:52.147144,26.5,87.17,Online
Device_2,2025-11-12 14:21:52.147144,26.21,86.63,Online
Device_2,2025-11-12 14:23:52.147144,27.21,85.91,Offline
Device_2,2025-11-12 14:25:52.147144,26.11,86.87,Online
Device_2,2025-11-12 14:27:52.147144,27.22,84.74,Online
Device_2,2025-11-12 14:29:52.147144,27.21,88.17,Online
Device_2,2025-11-12 14:31:52.147144,26.23,85.79,Online
Device_2,2025-11-12 14:33:52.147144,25.67,87.26,Online
Device_2,2025-11-12 14:35:52.147144,27.45,85.84,Online
Device_2,2025-11-12 14:37:52.147144,26.28,87.83,Online
Device_2,2025-11-12 14:39:52.147144,25.82,86.76,Online
Device_2,2025-11-12 14:41:52.147144,27.35,87.92,Online
Device_2,2025-11-12 14:43:52.147144,25.61,88.22,Online
Device_2,2025-11-12 14:45:52.147144,26.36,86.75,Online
Device_2,2025-11-12 14:47:52.147144,26.87,86.03,Online
Device_2,2025-11-12 14:49:52.147144,26.13,87.71,Online
Device_2,2025-11-12 14:51:52.147144,26.12,86.35,Online
Device_2,2025-11-12 14:53:52.147144,26.0,87.16,Online
Device_2,2025-11-12 14:55:52.147144,25.64,85.82,Online
Device_2,2025-11-12 14:57:52.147144,27.3,86.42,Online
Device_2,2025-11-12 14:59:52.147144,25.35,86.67,Online
Device_2,2025-11-12 15:01:52.147144,27.11,86.39,Online
Device_2,2025-11-12 15:03:52.147144,25.66,86.58,Online
Device_2,2025-11-12 15:05:52.147144,26.72,86.97,Online
Device_2,2025-11-12 15:07:52.147144,26.97,85.66,Online
Device_2,2025-11-12 15:09:52.147144,26.37,87.4,Online
Device_2,2025-11-12 15:11:52.147144,25.81,88.8,Offline
Device_2,2025-11-12 15:13:52.147144,27.55,87.19,Online
Device_2,2025-11-12 15:15:52.147144,25.51,88.09,Online
Device_2,2025-11-12 15:17:52.147144,26.3,87.76,Online
Device_2,2025-11-12 15:19:52.147144,26.27,86.81,Online
Device_2,2025-11-12 15:21:52.147144,26.18,86.95,Online
Device_2,2025-11-12 15:23:52.147144,26.83,87.77,Online
Device_2,2025-11-12 15:25:52.147144,26.44,87.03,Online
Device_2,2025-11-12 15:27:52.147144,25.94,86.22,Online
Device_2,2025-11-12 15:29:52.147144,26.14,88.3,Online
Device_2,2025-11-12 15:31:52.147144,26.7,85.15,Online
Device_2,2025-11-12 15:33:52.147144,26.05,86.03,Online
Device_2,2025-11-12 15:35:52.147144,26.48,87.86,Online
Device_2,2025-11-12 15:37:52.147144,26.14,89.61,Online
Device_2,2025-11-12 15:39:52.147144,27.26,86.1,Online
Device_2,2025-11-12 15:41:52.147144,25.99,87.07,Online
Device_2,2025-11-12 15:43:52.147144,26.16,85.7,Online
Device_2,2025-11-12 15:45:52.147144,26.39,85.9,Online
Device_2,2025-11-12 15:47:52.147144,26.42,88.15,Online
Device_2,2025-11-12 15:49:52.147144,25.88,85.96,Online
Device_2,2025-11-12 15:51:52.147144,26.44,85.82,Online
Device_2,2025-11-12 15:53:52.147144,26.41,85.13,Online
Device_2,2025-11-12 15:55:52.147144,26.12,87.62,Online
Device_2,2025-11-12 15:57:52.147144,26.15,87.53,Online
Device_2,2025-11-12 15:59:52.147144,26.7,86.18,Online
Device_2,2025-11-12 16:01:52.147144,26.66,85.93,Online
Device_2,2025-11-12 16:03:52.147144,26.28,88.15,Online
Device_2,2025-11-12 16:05:52.147144,26.15,85.9,Online
Device_2,2025-11-12 16:07:52.147144,26.17,84.63,Online
Device_2,2025-11-12 16:09:52.147144,24.83,86.77,Online
Device_2,2025-11-12 16:11:52.147144,26.85,87.81,Online
Device_2,2025-11-12 16:13:52.147144,25.57,87.09,Online
Device_2,2025-11-12 16:15:52.147144,28.08,86.14,Offline
Device_2,2025-11-12 16:17:52.147144,25.84,88.71,Online
Device_2,2025-11-12 16:19:52.147144,26.95,86.59,Online
Device_2,2025-11-12 16:21:52.147144,25.52,87.37,Online
Device_2,2025-11-12 16:23:52.147144,26.81,87.89,Online
Device_2,2025-11-12 16:25:52.147144,26.48,61.52,Online
Device_2,2025-11-12 16:27:52.147144,26.55,87.82,Online
Device_2,2025-11-12 16:29:52.147144,25.96,85.68,Online
Device_2,2025-11-12 16:31:52.147144,27.31,86.71,Online
Device_2,2025-11-12 16:33:52.147144,26.07,88.73,Online
Device_2,2025-11-12 16:35:52.147144,27.22,86.51,Online
Device_2,2025-11-12 16:37:52.147144,26.3,85.79,Online
Device_2,2025-11-12 16:39:52.147144,26.46,87.41,Online
Device_2,2025-11-12 16:41:52.147144,25.94,84.12,Online
Device_2,2025-11-12 16:43:52.147144,26.53,86.63,Online
Device_2,2025-11-12 16:45:52.147144,25.98,87.31,Online
Device_2,2025-11-12 16:47:52.147144,27.15,86.31,Online
Device_2,2025-11-12 16:49:52.147144,26.31,87.06,Online
Device_2,2025-11-12 16:51:52.147144,26.76,86.93,Online
Device_2,2025-11-12 16:53:52.147144,25.91,88.17,Online
Device_2,2025-11-12 16:55:52.147144,26.22,85.6,Offline
